validScientificName,kingdom,phylum,order,family.ORIG,genus.ORIG,species,taxonRank.ORIG,iucnRedListCategory,decimalLongitude,decimalLatitude,coordinateUncertaintyInMeters,year,datasetKey,validScientificName.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Pseudoleskeella nervosa,Plantae,Bryophyta,Hypnales,Pseudoleskeellaceae,Pseudoleskeella,Pseudoleskeella nervosa,SPECIES,NE,10.4235,63.4454,1414,1891,6728c42d-c4b6-4fda-a211-5ad1bb59cda4,Pseudoleskeella nervosa (Brid.) Nyholm,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,125,1,wfo-0001186650,35168954,35168954,Pseudoleskeella nervosa,species,wfo-4000031560,(Brid.) Nyholm,Leskeaceae,"","",,Pseudoleskeella,"",nervosa,"",species,Valid,Ill. Moss Fl. Fennoscandia. II. Musci 776 1969,Accepted,"","",,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35168954 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35168954 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-35168954,The Bryophyte TEN,B,tro-35168954,"",FALSE,"","",""
Plagiobryum zieri,Plantae,Bryophyta,Bryales,Bryaceae,Plagiobryum,Plagiobryum zieri,SPECIES,NE,10.4235,63.4454,1414,1895,6728c42d-c4b6-4fda-a211-5ad1bb59cda4,Plagiobryum zieri (Dicks. ex Hedw.) Lindb.,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,126,1,wfo-0001152319,35109834,35109834,Plagiobryum zierii,species,wfo-4000029968,(Dicks. ex Hedw.) Lindb.,Bryaceae,"","",,Plagiobryum,"",zierii,"",species,Valid,Öfvers. Förh. Kongl. Svenska Vetensk.-Akad. 19: 606 1863,Accepted,"",wfo-0001177487,,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35109834 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35109834 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-35109834,The Bryophyte TEN,B,tro-35109834,"",FALSE,"","",""
Streblotrichum convolutum,Plantae,Bryophyta,Pottiales,Pottiaceae,Streblotrichum,Streblotrichum convolutum,SPECIES,NE,10.4226,63.4447,1,2009,6728c42d-c4b6-4fda-a211-5ad1bb59cda4,Streblotrichum convolutum (Hedw.) P.Beauv.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,127,1,wfo-0001152609,35110382,35110382,Barbula convoluta,species,wfo-4000004075,Hedw.,Pottiaceae,"","",,Barbula,"",convoluta,"",species,Valid,Sp. Musc. Frond. 120 1801,Accepted,"","",,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35110382 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35110382 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-35110382,The Bryophyte TEN,B,tro-35110382,"",TRUE,Synonym,wfo-0001191158,Streblotrichum convolutum
Encalypta streptocarpa Hedw.,Plantae,Bryophyta,Encalyptales,Encalyptaceae,Encalypta,Encalypta streptocarpa,SPECIES,NE,10.4232,63.4447,1,2009,6728c42d-c4b6-4fda-a211-5ad1bb59cda4,Encalypta streptocarpa Hedw.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,128,1,wfo-0001165883,35134395,35134395,Encalypta streptocarpa,species,wfo-4000013354,Hedw.,Encalyptaceae,"","",,Encalypta,"",streptocarpa,"",species,Valid,Sp. Musc. Frond. 62. pl. 10: f. 10–15 1801,Accepted,"","",,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35134395 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35134395 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-35134395,The Bryophyte TEN,B,tro-35134395,"",FALSE,"","",""
Encalypta ciliata Hedw.,Plantae,Bryophyta,Encalyptales,Encalyptaceae,Encalypta,Encalypta ciliata,SPECIES,NE,10.4235,63.4454,1414,1888,6728c42d-c4b6-4fda-a211-5ad1bb59cda4,Encalypta ciliata Hedw.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,129,1,wfo-0001165814,35134268,35134268,Encalypta ciliata,species,wfo-4000013354,Hedw.,Encalyptaceae,"","",,Encalypta,"",ciliata,"",species,Valid,Sp. Musc. Frond. 61 1801,Accepted,"","",,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35134268 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35134268 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-35134268,The Bryophyte TEN,B,tro-35134268,"",FALSE,"","",""
Barbula unguiculata Hedw.,Plantae,Bryophyta,Pottiales,Pottiaceae,Barbula,Barbula unguiculata,SPECIES,NE,10.4226,63.4447,1,2009,6728c42d-c4b6-4fda-a211-5ad1bb59cda4,Barbula unguiculata Hedw.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,130,1,wfo-0001153324,35111566,35111566,Barbula unguiculata,species,wfo-4000004075,Hedw.,Pottiaceae,"","",,Barbula,"",unguiculata,"",species,Valid,Sp. Musc. Frond. 118 1801,Accepted,"","",,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35111566 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35111566 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-35111566,The Bryophyte TEN,B,tro-35111566,"",FALSE,"","",""
Tortula muralis Hedw.,Plantae,Bryophyta,Pottiales,Pottiaceae,Tortula,Tortula muralis,SPECIES,NE,10.4235,63.4454,1414,1894,6728c42d-c4b6-4fda-a211-5ad1bb59cda4,Tortula muralis Hedw.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,131,1,wfo-0001153901,35112623,35112623,Tortula muralis,species,wfo-4000038616,Hedw.,Pottiaceae,"","",,Tortula,"",muralis,"",species,Valid,Sp. Musc. Frond. 123 1801,Accepted,"","",,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35112623 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35112623 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-35112623,The Bryophyte TEN,B,tro-35112623,"",FALSE,"","",""
Tortula acaulon,Plantae,Bryophyta,Pottiales,Pottiaceae,Tortula,Tortula acaulon,SPECIES,NE,10.4235,63.4454,1414,1888,6728c42d-c4b6-4fda-a211-5ad1bb59cda4,Tortula acaulon (With.) R.H.Zander,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,132,1,wfo-0001198835,35188847,35188847,Tortula acaulon,species,wfo-4000038616,(With.) R.H.Zander,Pottiaceae,"","",,Tortula,"",acaulon,"",species,Valid,Bull. Buffalo Soc. Nat. Sci. 32: 378 1993,Accepted,"",wfo-0001150622,,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35188847 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35188847 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-35188847,The Bryophyte TEN,B,tro-35188847,"",FALSE,"","",""
Weissia brachycarpa,Plantae,Bryophyta,Pottiales,Pottiaceae,Weissia,Weissia brachycarpa,SPECIES,NE,10.4235,63.4454,1414,1891,6728c42d-c4b6-4fda-a211-5ad1bb59cda4,Weissia brachycarpa (Nees & Hornsch.) Jur.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,133,1,wfo-0001161644,35127565,35127565,Weissia brachycarpa,species,wfo-4000040604,(Nees & Hornsch.) Jur.,Pottiaceae,"","",,Weissia,"",brachycarpa,"",species,Valid,Laubm.-Fl. Oesterr.-Ung. 9 1882,Accepted,"",wfo-0001184415,,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35127565 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35127565 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-35127565,The Bryophyte TEN,B,tro-35127565,"",FALSE,"","",""
Schistidium apocarpum,Plantae,Bryophyta,Grimmiales,Grimmiaceae,Schistidium,Schistidium apocarpum,SPECIES,NE,10.4235,63.4454,1414,1895,6728c42d-c4b6-4fda-a211-5ad1bb59cda4,Schistidium apocarpum (Hedw.) Bruch & Schimp.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,134,1,wfo-0001174971,35149157,35149157,Schistidium apocarpum,species,wfo-4000034365,(Hedw.) Bruch & Schimp.,Grimmiaceae,"","",,Schistidium,"",apocarpum,"",species,Valid,Bryol. Eur. 3: 99 (fasc. 25–28. Monogr. 7) 1845,Accepted,"",wfo-0001173302,,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35149157 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35149157 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-35149157,The Bryophyte TEN,B,tro-35149157,"",FALSE,"","",""
Bartramia pomiformis Hedw.,Plantae,Bryophyta,Bartramiales,Bartramiaceae,Bartramia,Bartramia pomiformis,SPECIES,NE,10.4235,63.4454,1414,1965,6728c42d-c4b6-4fda-a211-5ad1bb59cda4,Bartramia pomiformis Hedw.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,135,1,wfo-0001154416,35113454,35113454,Bartramia pomiformis,species,wfo-4000004150,Hedw.,Bartramiaceae,"","",,Bartramia,"",pomiformis,"",species,Valid,Sp. Musc. Frond. 164 1801,Accepted,"","",,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35113454 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35113454 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-35113454,The Bryophyte TEN,B,tro-35113454,"",FALSE,"","",""
Fissidens dubius var. mucronatus,Plantae,Bryophyta,Dicranales,Fissidentaceae,Fissidens,Fissidens dubius,VARIETY,,10.4216,63.4452,1,2009,6728c42d-c4b6-4fda-a211-5ad1bb59cda4,"Fissidens dubius var. mucronatus (Breidl. ex Limpr.) Kartt., Hedenäs & L.Söderstr.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,136,1,wfo-1200005685,"","",Fissidens dubius var. mucronatus,variety,"","(Breidl. ex Limpr.) Kartt., Hedenäs & L. Söderstr.",Fissidentaceae,"","",,Fissidens,"",dubius,mucronatus,variety,"",Annales Botanici Fennici. 29: 120. 1992,Unchecked,"","",,"","",The Bryophyte TEN,B,"","",FALSE,"","",""
Radula complanata,Plantae,Marchantiophyta,Porellales,Radulaceae,Radula,Radula complanata,SPECIES,NE,10.4235,63.4454,1414,1895,6728c42d-c4b6-4fda-a211-5ad1bb59cda4,Radula complanata (L.) Dumort.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,137,1,wfo-0001196711,35185912,35185912,Radula complanata,species,wfo-4000032473,(L.) Dumort.,Radulaceae,"","",,Radula,"",complanata,"",species,Valid,Syll. Jungerm. Europ. 38 1831,Accepted,"","",,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35185912 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35185912 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-35185912,The Bryophyte TEN,B,tro-35185912,"",FALSE,"","",""
Laburnum anagyroides Medik.,Plantae,Tracheophyta,Fabales,Fabaceae,Laburnum,Laburnum anagyroides,SPECIES,LC,10.425003,63.444272,10,2020,b124e1e0-4755-430f-9eab-894f25a9b59c,Laburnum anagyroides Medik.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,138,1,wfo-0000213800,urn:lsid:ipni.org:names:501428-1,8863,Laburnum anagyroidis,species,wfo-4000020337,Medik.,Fabaceae,"","",,Laburnum,"",anagyroidis,"",species,Valid,Vorles. Churpfälz. Phys.-Ökon. Ges.2: 363 (1787),Accepted,"","",,"Source in seed data: ildis Update namepublishedIn from Vorles. Churpfälz. Phys.-Öcon. Ges. 2: 363. 1787  to Vorles. Churpfälz. Phys.-Ökon. Ges. 2: 363 (1787), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a hre",https://www.legumedata.org/taxonomy/taxon/350832,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-8863,"",FALSE,"","",""
Lathyrus pratensis L.,Plantae,Tracheophyta,Fabales,Fabaceae,Lathyrus,Lathyrus pratensis,SPECIES,LC,10.42185,63.445276,25,2012,b124e1e0-4755-430f-9eab-894f25a9b59c,Lathyrus pratensis L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,139,1,wfo-0000212701,urn:lsid:ipni.org:names:501954-1,7773,Lathyrus pratensis,species,wfo-4000020725,L.,Fabaceae,"","",,Lathyrus,"",pratensis,"",species,Valid,Sp. Pl.: 733 (1753),Accepted,"","",,"Source in seed data: ildis Update namepublishedIn from Sp. Pl. 2: 733. 1753 [1 May 1753]  to Sp. Pl. : 733 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-",https://www.legumedata.org/taxonomy/taxon/351512,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-7773,"",FALSE,"","",""
Ulmus glabra Huds.,Plantae,Tracheophyta,Rosales,Ulmaceae,Ulmus,Ulmus glabra,SPECIES,DD,10.42724,63.444236,5,2020,b124e1e0-4755-430f-9eab-894f25a9b59c,Ulmus glabra Huds.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,6,140,1,wfo-0000416717,urn:lsid:ipni.org:names:856863-1,586233,Ulmus glabra,species,wfo-4000039733,Huds.,Ulmaceae,"","",,Ulmus,"",glabra,"",species,Valid,Fl. Angl. (Hudson) 95. 1762,Accepted,"","",,"Source in seed data: cmp Updated namepublishedIn from Fl. Angl. 95 1762  to Fl. Angl. (Hudson) 95. 1762 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2448690 >",http://www.theplantlist.org/tpl1.1/record/kew-2448690,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2448690,"",FALSE,"","",""
Ulmus glabra Huds.,Plantae,Tracheophyta,Rosales,Ulmaceae,Ulmus,Ulmus glabra,SPECIES,DD,10.42724,63.444236,5,2020,b124e1e0-4755-430f-9eab-894f25a9b59c,Ulmus glabra Huds.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,6,140,2,wfo-0000416674,urn:lsid:ipni.org:names:856890-1,586178,Ulmus minor,species,wfo-4000039733,Mill.,Ulmaceae,"","",,Ulmus,"",minor,"",species,Valid,Gard. Dict. ed. 8 : n.º 6 (1768),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Gard. Dict. ed. 8 6 1768  to Gard. Dict. ed. 8 : n.º 6 (1768), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ke",http://www.theplantlist.org/tpl1.1/record/kew-2448634,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2448634,"",TRUE,Synonym,wfo-0000416718,Ulmus glabra
Sedum acre L.,Plantae,Tracheophyta,Saxifragales,Crassulaceae,Sedum,Sedum acre,SPECIES,NE,10.427078,63.444116,10,2012,b124e1e0-4755-430f-9eab-894f25a9b59c,Sedum acre L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,9,141,1,wfo-0001300081,urn:lsid:ipni.org:names:878890-1,8902083,Sedum acre  subsp. majus,subspecies,wfo-0000437124,(Masters) R.T.Clausen,Crassulaceae,"","",,Sedum,"",acre,majus,subspecies,Valid,Sedum N. Amer. 550. 1975,Accepted,"",wfo-0001300080,,"Source in seed data: tro Updated scientificnameAuthorship from (Mast.) R.T.Clausen to (Masters) R.T.Clausen, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-890208",http://www.theplantlist.org/tpl1.1/record/tro-8902083,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-8902083,"",TRUE,Synonym,wfo-0001300080,Sedum acre var. majus
Anthriscus sylvestris,Plantae,Tracheophyta,Apiales,Apiaceae,Anthriscus,Anthriscus sylvestris,SPECIES,NE,10.42185,63.445276,25,2012,b124e1e0-4755-430f-9eab-894f25a9b59c,Anthriscus sylvestris (L.) Hoffm.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,142,1,wfo-0000538692,urn:lsid:ipni.org:names:837969-1,773972,Anthriscus sylvestris,species,wfo-4000002467,(L.) Hoffm.,Apiaceae,"","",,Anthriscus,"",sylvestris,"",species,Valid,Gen. Pl. Umbell. : 40 (1814),Accepted,"",wfo-0000599103,,"Source in seed data: cmp Update namepublishedIn from Gen. Pl. Umbell. 40 (t. 1, fig. 19). 1814  to Gen. Pl. Umbell. : 40 (1814), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1",http://www.theplantlist.org/tpl1.1/record/kew-2641868,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2641868,"",FALSE,"","",""
Salix myrsinifolia Salisb.,Plantae,Tracheophyta,Malpighiales,Salicaceae,Salix,Salix myrsinifolia,SPECIES,LC,10.424,63.445,,2005,040c5662-da76-4782-a48e-cdea1892d14c,Salix myrsinifolia Salisb.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,143,1,wfo-0000929897,urn:lsid:ipni.org:names:778243-1,1034396,Salix myrsinifolia,species,wfo-4000033844,Salisb.,Salicaceae,"","",,Salix,"",myrsinifolia,"",species,Valid,Prodr. Stirp. Chap. Allerton : 394 (1796),Accepted,"",wfo-0000929896,,"Source in seed data: cmp Update namepublishedIn from Prodr. Stirp. Chap. Allerton 394 1796  to Prodr. Stirp. Chap. Allerton : 394 (1796), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist",http://www.theplantlist.org/tpl1.1/record/kew-5002803,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-5002803,"",FALSE,"","",""
Corydalis intermedia,Plantae,Tracheophyta,Ranunculales,Papaveraceae,Corydalis,Corydalis intermedia,SPECIES,NE,10.422119,63.445408,8,2023,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Corydalis intermedia (L.) Mérat,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,144,1,wfo-0000622474,urn:lsid:ipni.org:names:672295-1,869139,Corydalis intermedia,species,wfo-4000009387,(L.) Mérat,Papaveraceae,Fumarioideae,Fumarieae,,Corydalis,"",intermedia,"",species,Valid,Nouv. Fl. Env. Paris : 272 (1812),Accepted,"",wfo-0000735435,,"Source in seed data: cmp Update namepublishedIn from Fl. Par. 272.  to Nouv. Fl. Env. Paris : 272 (1812), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2738863 >",http://www.theplantlist.org/tpl1.1/record/kew-2738863,The Papaveraceae TEN,A,kew-2738863,"",FALSE,"","",""
Porella cordaeana,Plantae,Marchantiophyta,Porellales,Porellaceae,Porella,Porella cordaeana,SPECIES,NE,10.4235,63.4454,1414,1888,6728c42d-c4b6-4fda-a211-5ad1bb59cda4,Porella cordaeana (Huebener) Moore,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,145,1,wfo-0001196663,35185776,35185776,Porella cordaeana,species,wfo-4000030935,(Huebener) Moore,Porellaceae,"","",,Porella,"",cordaeana,"",species,Valid,Proc. Roy. Irish Acad. 2: 618 1876,Accepted,"",wfo-0001199538,,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35185776 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35185776 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-35185776,The Bryophyte TEN,B,tro-35185776,"",FALSE,"","",""
Convallaria majalis L.,Plantae,Tracheophyta,Asparagales,Asparagaceae,Convallaria,Convallaria majalis,SPECIES,NE,10.421868,63.445268,25,2010,b124e1e0-4755-430f-9eab-894f25a9b59c,Convallaria majalis L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,146,1,wfo-0000764146,urn:lsid:ipni.org:names:533487-1,303076,Convallaria majalis,species,wfo-4000009198,L.,Asparagaceae,"","",,Convallaria,"",majalis,"",species,Valid,Sp. Pl. : 814 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 814 1753  to Sp. Pl. : 814 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-303076 >The Plant L",http://www.theplantlist.org/tpl1.1/record/kew-303076,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-303076,"",FALSE,"","",""
Schistidium papillosum Culm.,Plantae,Bryophyta,Grimmiales,Grimmiaceae,Schistidium,Schistidium papillosum,SPECIES,NE,10.4235,63.4454,1414,1894,6728c42d-c4b6-4fda-a211-5ad1bb59cda4,Schistidium papillosum Culm.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,147,1,wfo-0001175028,35149281,35149281,Schistidium papillosum,species,wfo-4000034365,Culm.,Grimmiaceae,"","",,Schistidium,"",papillosum,"",species,Valid,Fl. Mouss. Suisse 2: 386 1918,Accepted,"","",,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35149281 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35149281 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-35149281,The Bryophyte TEN,B,tro-35149281,"",FALSE,"","",""
Eurhynchiastrum pulchellum,Plantae,Bryophyta,Hypnales,Brachytheciaceae,Eurhynchiastrum,Eurhynchiastrum pulchellum,SPECIES,NE,10.4235,63.4454,1414,1895,6728c42d-c4b6-4fda-a211-5ad1bb59cda4,Eurhynchiastrum pulchellum (Hedw.) Ignatov & Huttunen,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,148,1,wfo-0001211435,35213785,35213785,Eurhynchiastrum pulchellum,species,wfo-4000014257,(Hedw.) Ignatov & Huttunen,Brachytheciaceae,"","",,Eurhynchiastrum,"",pulchellum,"",species,Valid,Arctoa 11: 262 2002,Accepted,"","",,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35213785 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35213785 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-35213785,The Bryophyte TEN,B,tro-35213785,"",FALSE,"","",""
Urtica dioica L.,Plantae,Tracheophyta,Rosales,Urticaceae,Urtica,Urtica dioica,SPECIES,LC,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Urtica dioica L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,10,149,1,wfo-0000416616,urn:lsid:ipni.org:names:260630-2,586104,Urtica dioica,species,wfo-4000039887,L.,Urticaceae,"","",,Urtica,"",dioica,"",species,Valid,Sp. Pl. : 984 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 984 1753  to Sp. Pl. : 984 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2448560 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2448560,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2448560,"",TRUE,Synonym,wfo-0001143545,Urtica dioica var. dioica
