validScientificName,kingdom,phylum,order,family.ORIG,genus.ORIG,species,taxonRank.ORIG,iucnRedListCategory,decimalLongitude,decimalLatitude,coordinateUncertaintyInMeters,year,datasetKey,validScientificName.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Rumex acetosa L.,Plantae,Tracheophyta,Caryophyllales,Polygonaceae,Rumex,Rumex acetosa,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Rumex acetosa L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,11,221,1,wfo-0000403982,urn:lsid:ipni.org:names:697331-1,562827,Rumex nebroides,species,wfo-4000033616,Campd.,Polygonaceae,"","",,Rumex,"",nebroides,"",species,Valid,Monogr. Rumex : 72 (1819),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Monogr. Rumex 72 1819  to Monogr. Rumex : 72 (1819), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2424735 >",http://www.theplantlist.org/tpl1.1/record/kew-2424735,The Caryophyllales Taxonomic Expert Network,A,kew-2424735,"",TRUE,Synonym,wfo-0000734074,Rumex acetosa var. alpinus
Rumex acetosa L.,Plantae,Tracheophyta,Caryophyllales,Polygonaceae,Rumex,Rumex acetosa,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Rumex acetosa L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,11,221,2,wfo-0000400074,urn:lsid:ipni.org:names:224511-2,556408,Rumex thyrsiflorus,species,wfo-4000033616,Fingerh.,Polygonaceae,"","",,Rumex,"",thyrsiflorus,"",species,Valid,Linnaea 4: 380 (1829),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Linnaea 4: 380 1829  to Linnaea 4: 380 (1829), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2418220 >The Pl",http://www.theplantlist.org/tpl1.1/record/kew-2418220,The Caryophyllales Taxonomic Expert Network,A,kew-2418220,"",TRUE,Synonym,wfo-0001234572,Rumex acetosa var. crispus
Rumex acetosella subsp. acetosella,Plantae,Tracheophyta,Caryophyllales,Polygonaceae,Rumex,Rumex acetosella,SUBSPECIES,,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Rumex acetosella subsp. acetosella,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,222,1,wfo-0000403586,urn:lsid:ipni.org:names:145048-3,562279,Rumex acetosella,species,wfo-4000033616,L.,Polygonaceae,"","",,Rumex,"",acetosella,"",species,Valid,Species Plantarum 2  1753,Accepted,"","",,"Source in seed data: cmp Updated namepublishedIn from Sp. Pl. 538 1753  to Species Plantarum 2  1753 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2424185 >The",http://www.theplantlist.org/tpl1.1/record/kew-2424185,The Caryophyllales Taxonomic Expert Network,A,kew-2424185,"",TRUE,Synonym,wfo-0001100851,Rumex acetosella subsp. acetosella
Bistorta vivipara,Plantae,Tracheophyta,Caryophyllales,Polygonaceae,Bistorta,Bistorta vivipara,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Bistorta vivipara (L.) Delarbre,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,223,1,wfo-0000488244,urn:lsid:ipni.org:names:945901-1,706235,Persicaria vivipara,species,wfo-4000028848,(L.) Ronse Decr.,Polygonaceae,"","",,Persicaria,"",vivipara,"",species,Valid,Bot. J. Linn. Soc. 98: 368 (1988),Accepted,"",wfo-0000489398,,"Source in seed data: cmp Update namepublishedIn from Bot. J. Linn. Soc. 98: 368 1988  to Bot. J. Linn. Soc. 98: 368 (1988), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re",http://www.theplantlist.org/tpl1.1/record/kew-2572250,The Caryophyllales Taxonomic Expert Network,A,kew-2572250,"",TRUE,Synonym,wfo-0000566203,Bistorta vivipara
Bistorta vivipara,Plantae,Tracheophyta,Caryophyllales,Polygonaceae,Bistorta,Bistorta vivipara,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Bistorta vivipara (L.) Delarbre,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,223,2,wfo-0000488244,urn:lsid:ipni.org:names:945901-1,706235,Persicaria vivipara,species,wfo-4000028848,(L.) Ronse Decr.,Polygonaceae,"","",,Persicaria,"",vivipara,"",species,Valid,Bot. J. Linn. Soc. 98: 368 (1988),Accepted,"",wfo-0000489398,,"Source in seed data: cmp Update namepublishedIn from Bot. J. Linn. Soc. 98: 368 1988  to Bot. J. Linn. Soc. 98: 368 (1988), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re",http://www.theplantlist.org/tpl1.1/record/kew-2572250,The Caryophyllales Taxonomic Expert Network,A,kew-2572250,"",TRUE,Synonym,wfo-0001280183,Bistorta vivipara
Geranium robertianum L.,Plantae,Tracheophyta,Geraniales,Geraniaceae,Geranium,Geranium robertianum,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Geranium robertianum L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,224,1,wfo-0000701246,urn:lsid:ipni.org:names:109269-2,951408,Geranium robertianum,species,wfo-4000015557,L.,Geraniaceae,"","",,Geranium,"",robertianum,"",species,Valid,Sp. Pl. : 681 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 681 1753  to Sp. Pl. : 681 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2823970 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2823970,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2823970,"",FALSE,"","",""
Galium aparine L.,Plantae,Tracheophyta,Gentianales,Rubiaceae,Galium,Galium aparine,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Galium aparine L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,225,1,wfo-0000970245,urn:lsid:ipni.org:names:77168475-1,87557,Galium spurium  subsp. spurium,subspecies,wfo-0000970236,"",Rubiaceae,"","",,Galium,"",spurium,spurium,subspecies,Valid,Unknown,Accepted,"","",,"Source in seed data: wcs Updated taxonomicStatus from Synonym to Accepted, information provided by Alan E. on email Jun. 03 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-87557 >The Plant List v.1.1.</a> Origina",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77168475-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-87557,"",TRUE,Synonym,wfo-0000968307,Galium aparine var. minor
Galium aparine L.,Plantae,Tracheophyta,Gentianales,Rubiaceae,Galium,Galium aparine,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Galium aparine L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,225,2,wfo-0000970236,urn:lsid:ipni.org:names:750665-1,87547,Galium spurium,species,wfo-4000015241,L.,Rubiaceae,"","",,Galium,"",spurium,"",species,Valid,Sp. Pl. : 106 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 106 1753  to Sp. Pl. : 106 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-87547 >The Plant Li",http://www.theplantlist.org/tpl1.1/record/kew-87547,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-87547,"",TRUE,Synonym,wfo-0000968312,Galium aparine f. spurium
Galium aparine L.,Plantae,Tracheophyta,Gentianales,Rubiaceae,Galium,Galium aparine,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Galium aparine L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,225,3,wfo-0000970236,urn:lsid:ipni.org:names:750665-1,87547,Galium spurium,species,wfo-4000015241,L.,Rubiaceae,"","",,Galium,"",spurium,"",species,Valid,Sp. Pl. : 106 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 106 1753  to Sp. Pl. : 106 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-87547 >The Plant Li",http://www.theplantlist.org/tpl1.1/record/kew-87547,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-87547,"",TRUE,Synonym,wfo-0000968316,Galium aparine f. tenerum
Galium aparine L.,Plantae,Tracheophyta,Gentianales,Rubiaceae,Galium,Galium aparine,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Galium aparine L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,225,4,wfo-0001391442,urn:lsid:ipni.org:names:106935-2,106935-2,Galium aparine var. minus,variety,"",Hook.,Rubiaceae,"","",,Galium,"",aparine,minus,variety,"",Fl. Bor.-Amer. (Hooker) 1(6): 290. 1833 [late 1833],Unchecked,"","",,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",FALSE,"","",""
Galium aparine L.,Plantae,Tracheophyta,Gentianales,Rubiaceae,Galium,Galium aparine,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Galium aparine L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,225,5,wfo-0000968296,urn:lsid:ipni.org:names:30007294-2,85676,Galium aparine,species,wfo-4000015241,L.,Rubiaceae,"","",,Galium,"",aparine,"",species,Valid,Sp. Pl. : 108 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 108 1753  to Sp. Pl. : 108 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-85676 >The Plant Li",http://www.theplantlist.org/tpl1.1/record/kew-85676,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-85676,"",TRUE,Synonym,wfo-1200016774,Galium aparine var. verum
Asperugo procumbens L.,Plantae,Tracheophyta,Boraginales,Boraginaceae,Asperugo,Asperugo procumbens,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Asperugo procumbens L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,226,1,wfo-0000552204,urn:lsid:ipni.org:names:113506-1,788152,Asperugo procumbens,species,wfo-4000003291,L.,Boraginaceae,"","",,Asperugo,"",procumbens,"",species,Valid,Sp. Pl. : 138 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1: 138. 1753 [1 May 1753]  to Sp. Pl. : 138 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-26",http://www.theplantlist.org/tpl1.1/record/kew-2656106,The Boraginaceae TEN,A,kew-2656106,"",FALSE,"","",""
Lamium purpureum L.,Plantae,Tracheophyta,Lamiales,Lamiaceae,Lamium,Lamium purpureum,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Lamium purpureum L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,12,227,1,wfo-0000222646,urn:lsid:ipni.org:names:77189956-1,107577,Lamium purpureum  var. incisum,variety,wfo-0000222642,(Willd.) Pers.,Lamiaceae,"","",,Lamium,"",purpureum,incisum,variety,Valid,Syn. Pl. 2: 122 (1806),Accepted,"",wfo-0000222556,,"Source in seed data: wcs Update namepublishedIn from Syn. Pl. 2: 122 1806  to Syn. Pl. 2: 122 (1806), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-107577 >The P",http://www.theplantlist.org/tpl1.1/record/kew-107577,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-107577,"",FALSE,"","",""
Lamium purpureum L.,Plantae,Tracheophyta,Lamiales,Lamiaceae,Lamium,Lamium purpureum,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Lamium purpureum L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,12,227,2,wfo-1200018114,urn:lsid:ipni.org:names:77281806-1,"",Lamium purpureum var. integrum,variety,"",Gray,Lamiaceae,"","",,Lamium,"",purpureum,integrum,variety,"",Nat. Arr. Brit. Pl. 2: 375. 1822,Unchecked,"","",,"","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",FALSE,"","",""
Clinopodium acinos,Plantae,Tracheophyta,Lamiales,Lamiaceae,Clinopodium,Clinopodium acinos,SPECIES,NE,10.426189,63.444501,10,2007,b124e1e0-4755-430f-9eab-894f25a9b59c,Clinopodium acinos (L.) Kuntze,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,228,1,wfo-0000890516,urn:lsid:ipni.org:names:445709-1,43426,Clinopodium acinos,species,wfo-4000008626,Kuntze,Lamiaceae,"","",,Clinopodium,"",acinos,"",species,Valid,Revis. Gen. Pl. 2: 513 (1891),Accepted,"",wfo-0000323618,,"Source in seed data: wcs Updated scientificnameAuthorship from (L.) Kuntze to Kuntze, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-43426 >The Plant List v.1.1.<",http://www.theplantlist.org/tpl1.1/record/kew-43426,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-43426,"",FALSE,"","",""
Lamiastrum galeobdolon var. galeobdolon,Plantae,Tracheophyta,Lamiales,Lamiaceae,Lamium,Lamium galeobdolon,VARIETY,,10.426647,63.444417,5,2020,b124e1e0-4755-430f-9eab-894f25a9b59c,Lamiastrum galeobdolon var. galeobdolon,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,17,229,1,wfo-0000222509,urn:lsid:ipni.org:names:60452701-2,107452,Lamium galeobdolon,species,wfo-4000020496,(L.) L.,Lamiaceae,"","",,Lamium,"",galeobdolon,"",species,Valid,Amoen. Acad. 4: 485 (1759),Accepted,"",wfo-0000967976,,"Source in seed data: wcs Update namepublishedIn from Amoen. Acad., Linnaeus ed. 4: 485. 1759 [Nov 1759]  to Amoen. Acad. 4: 485 (1759), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.o",http://www.theplantlist.org/tpl1.1/record/kew-107452,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-107452,"",TRUE,Synonym,wfo-0000222411,Lamiastrum galeobdolon
Vicia sylvatica L.,Plantae,Tracheophyta,Fabales,Fabaceae,Vicia,Vicia sylvatica,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Vicia sylvatica L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,12,230,1,wfo-1200001849,"",urn:lsid:legumedata.org:Fabaceae:1272577,Vicia sylvatica var. violacea,variety,"",Behm,Fabaceae,"","",,Vicia,"",sylvatica,violacea,variety,Valid,Bot. Not.1881: 95 (1881),Unchecked,"","",,"",https://www.legumedata.org/taxonomy/taxon/1272577,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",FALSE,"","",""
Ribes rubrum L.,Plantae,Tracheophyta,Saxifragales,Grossulariaceae,Ribes,Ribes rubrum,SPECIES,NE,10.421715,63.445212,10,2020,b124e1e0-4755-430f-9eab-894f25a9b59c,Ribes rubrum L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,11,231,1,wfo-0001135629,urn:lsid:ipni.org:names:792974-1,29100544,Ribes sativum,species,wfo-4000033210,Syme,Grossulariaceae,"","",,Ribes,"",sativum,"",species,Valid,Eng. Bot. ed. III. iv. 42.,Accepted,"",wfo-0001279722,,"Source in seed data: tro Updated scientificnameAuthorship from (Rchb.) Syme to Syme, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-29100544 >The Plant List v.1.1",http://www.theplantlist.org/tpl1.1/record/tro-29100544,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-29100544,"",TRUE,Synonym,wfo-0001279722,Ribes rubrum var. sativum
Ribes uva-crispa L.,Plantae,Tracheophyta,Saxifragales,Grossulariaceae,Ribes,Ribes uva-crispa,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Ribes uva-crispa L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,10,232,1,wfo-0001326036,urn:lsid:ipni.org:names:883325-1,883325-1,Ribes uva-crispa f. oblongum,form,"",(Kuntze) Soó,Grossulariaceae,"","",,Ribes,"",uva-crispa,oblongum,form,"",Acta Bot. Acad. Sci. Hung. 16(3-4): 371. 1971 [1970 publ. 1971],Unchecked,"","",,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",FALSE,"","",""
Filipendula ulmaria,Plantae,Tracheophyta,Rosales,Rosaceae,Filipendula,Filipendula ulmaria,SPECIES,LC,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Filipendula ulmaria (L.) Maxim.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,233,1,wfo-0000983427,urn:lsid:ipni.org:names:724943-1,1024,Filipendula ulmaria,species,wfo-4000014757,(L.) Maxim.,Rosaceae,"","",,Filipendula,"",ulmaria,"",species,Valid,Trudy Imp. S.-Peterburgsk. Bot. Sada 6: 251 (1879),Accepted,"",wfo-0000983538,,"Source in seed data: rjp Update namepublishedIn from Trudy Imp. S.-Peterburgsk. Bot. Sada 6(1): 251. 1879  to Trudy Imp. S.-Peterburgsk. Bot. Sada 6: 251 (1879), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href",http://www.theplantlist.org/tpl1.1/record/rjp-1024,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-1024,"",FALSE,"","",""
Filipendula ulmaria,Plantae,Tracheophyta,Rosales,Rosaceae,Filipendula,Filipendula ulmaria,SPECIES,LC,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Filipendula ulmaria (L.) Maxim.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,233,2,wfo-0001006164,"",39338,Filipendula ulmaria,species,"",Sch”nb.-Tem.,Rosaceae,"","",,Filipendula,"",ulmaria,"",species,"",Flora Iranica ; 1969 122 1969,Unchecked,"","",,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-39338 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-39338 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-39338,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-39338,"",FALSE,"","",""
Rosa villosa L.,Plantae,Tracheophyta,Rosales,Rosaceae,Rosa,Rosa villosa,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Rosa villosa L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,10,234,1,wfo-0000991338,"",20067,Rosa villosa var. duplex,variety,"",Weston,Rosaceae,"","",,Rosa,"",villosa,duplex,variety,"",Botanicus universalis ; 1770 252 1770,Unchecked,"","",,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-20067 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-20067 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-20067,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-20067,"",FALSE,"","",""
Rosa villosa L.,Plantae,Tracheophyta,Rosales,Rosaceae,Rosa,Rosa villosa,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Rosa villosa L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,10,234,2,wfo-0001004346,"",36045,Rosa villosa var. leeana,variety,"",Sweet,Rosaceae,"","",,Rosa,"",villosa,leeana,variety,"","The Florist's Guide, and Cultivator's Directory: containing coloured figures of the choicest flowers cultivated by florists ; 1827 no.165, t. 1832",Unchecked,"","",,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-36045 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-36045 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-36045,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-36045,"",FALSE,"","",""
Rosa villosa L.,Plantae,Tracheophyta,Rosales,Rosaceae,Rosa,Rosa villosa,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Rosa villosa L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,10,234,3,wfo-0001006704,"",40948,Rosa villosa var. minuta,variety,"",A.Rau,Rosaceae,"","",,Rosa,"",villosa,minuta,variety,"",Enumeratio rosarum circa Wirceburgum ; 1816 156 1816,Unchecked,"","",,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-40948 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-40948 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-40948,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-40948,"",FALSE,"","",""
Rosa majalis Herrm.,Plantae,Tracheophyta,Rosales,Rosaceae,Rosa,Rosa majalis,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Rosa majalis Herrm.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,235,1,wfo-0000995410,urn:lsid:ipni.org:names:733216-1,24928,Rosa majalis,species,"",Wallr.,Rosaceae,"","",,Rosa,"",majalis,"",species,"",Ros. 164.,Unchecked,"","",,"Source in seed data: rjp Leave these as they are. Our data is complete. Issue is the IPNI link., information provided by Alan E. on email Oct. 14 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-24928 >The Plant L",http://www.theplantlist.org/tpl1.1/record/rjp-24928,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-24928,"",FALSE,"","",""
Rosa majalis Herrm.,Plantae,Tracheophyta,Rosales,Rosaceae,Rosa,Rosa majalis,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Rosa majalis Herrm.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,235,2,wfo-0001003895,"",35352,Rosa majalis,species,"",Retz.,Rosaceae,"","",,Rosa,"",majalis,"",species,"",Observationes botanicae ; 1779 33 1783,Unchecked,"","",,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-35352 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-35352 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-35352,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-35352,"",FALSE,"","",""
Rosa majalis Herrm.,Plantae,Tracheophyta,Rosales,Rosaceae,Rosa,Rosa majalis,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Rosa majalis Herrm.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,235,3,wfo-0001003943,urn:lsid:ipni.org:names:733217-1,35495,Rosa majalis,species,"",Borrer,Rosaceae,"","",,Rosa,"",majalis,"",species,"",Fl. Bor.-Amer. (Hooker) 1: 201. 1832,Unchecked,"","",,"Source in seed data: rjp Leave these as they are. Our data is complete. Issue is the IPNI link., information provided by Alan E. on email Oct. 14 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-35495 >The Plant L",http://www.theplantlist.org/tpl1.1/record/rjp-35495,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-35495,"",FALSE,"","",""
Rosa majalis Herrm.,Plantae,Tracheophyta,Rosales,Rosaceae,Rosa,Rosa majalis,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Rosa majalis Herrm.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,235,4,wfo-0001008864,"",46815,Rosa majalis,species,"",Mansf.,Rosaceae,"","",,Rosa,"",majalis,"",species,"",; 1939 294 1939,Unchecked,"","",,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-46815 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-46815 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-46815,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-46815,"",FALSE,"","",""
