validScientificName,scientificNameAuthorship,popularName,phylum,order,family,genus,taxonRank,iucnRedListCategory,riskCategory,decimalLongitude,decimalLatitude,coordinateUncertaintyInMeters,year,taxonomicStatus,nomenclaturalStatus,New.accepted,Old.name,One.Reason,datasetKey
Erysimum incanum,Kunze,,Tracheophyta,Brassicales,Brassicaceae,Erysimum,species,NE,,10.423522,63.445355,1000,1990,Accepted,Valid,TRUE,Erysimum strictum,smallest ID,f06ed729-104f-4e51-9db3-dfd9b228a1be
Thlaspi arvense,L.,pengeurt,Tracheophyta,Brassicales,Brassicaceae,Thlaspi,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Cornus suecica,L.,skrubbær,Tracheophyta,Cornales,Cornaceae,Cornus,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,TRUE,Cornus suecica f. suecica,"",f06ed729-104f-4e51-9db3-dfd9b228a1be
Atriplex prostrata,Boucher ex DC.,fjæremelde,Tracheophyta,Caryophyllales,Amaranthaceae,Atriplex,species,,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"",Not a synonym,f06ed729-104f-4e51-9db3-dfd9b228a1be
Moehringia trinervia,[Clairv.],maurarve,Tracheophyta,Caryophyllales,Caryophyllaceae,Moehringia,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Sagina procumbens,L.,tunarve,Tracheophyta,Caryophyllales,Caryophyllaceae,Sagina,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,TRUE,Sagina procumbens var. compacta,"",f06ed729-104f-4e51-9db3-dfd9b228a1be
Dianthus deltoides,L.,engnellik,Tracheophyta,Caryophyllales,Caryophyllaceae,Dianthus,species,NE,LC,10.425623,63.445658,5,2020,Accepted,Valid,FALSE,"","",b124e1e0-4755-430f-9eab-894f25a9b59c
Cerastium fontanum,Baumg.,arve,Tracheophyta,Caryophyllales,Caryophyllaceae,Cerastium,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Cicerbita alpina,Wallr.,turt,Tracheophyta,Asterales,Asteraceae,Cicerbita,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Sonchus arvensis var. nanus,Phil.,åkerdylle,Tracheophyta,Asterales,Asteraceae,Sonchus,variety,NT,LC,10.423522,63.445355,1000,1990,Unchecked,"",FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Cirsium vulgare,(Savi) Ten.,veitistel,Tracheophyta,Asterales,Asteraceae,Cirsium,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"",Not a synonym,f06ed729-104f-4e51-9db3-dfd9b228a1be
Cirsium arvense,(L.) Scop.,åkertistel,Tracheophyta,Asterales,Asteraceae,Cirsium,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Cirsium heterophyllum,(L.) Hill,hvitbladtistel,Tracheophyta,Asterales,Asteraceae,Cirsium,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Carduus crispus,L.,krusetistel,Tracheophyta,Asterales,Asteraceae,Carduus,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,TRUE,Carduus crispus var. albus,"",f06ed729-104f-4e51-9db3-dfd9b228a1be
Bellis perennis,L.,"",Tracheophyta,Asterales,Asteraceae,Bellis,species,NE,NE,10.423522,63.445355,1000,1990,Accepted,Valid,TRUE,Bellis perennis f. plena,"",f06ed729-104f-4e51-9db3-dfd9b228a1be
Hieracium caesium,Fr.,,Tracheophyta,Asterales,Asteraceae,Hieracium,species,NE,,10.4235,63.4454,1414,1907,Accepted,Valid,FALSE,"","",d29d79fd-2dc4-4ef5-89b8-cdf66994de0d
Scrophularia nodosa,L.,brunrot,Tracheophyta,Lamiales,Scrophulariaceae,Scrophularia,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Verbascum thapsus,L.,filtkongslys,Tracheophyta,Lamiales,Scrophulariaceae,Verbascum,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,TRUE,Verbascum thapsus var. boreale,Accepted,f06ed729-104f-4e51-9db3-dfd9b228a1be
Rhinanthus minor var. minor,"",småengkall,Tracheophyta,Lamiales,Orobanchaceae,Rhinanthus,variety,NE,LC,10.423522,63.445355,1000,1990,Unchecked,"",FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Veronica officinalis,L.,legeveronika,Tracheophyta,Lamiales,Plantaginaceae,Veronica,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Veronica serpyllifolia,L.,bleikveronika,Tracheophyta,Lamiales,Plantaginaceae,Veronica,species,,LC,10.423522,63.445355,1000,1990,Accepted,Valid,TRUE,Veronica serpyllifolia var. serpyllifolia,"",f06ed729-104f-4e51-9db3-dfd9b228a1be
Fraxinus excelsior,L.,ask,Tracheophyta,Lamiales,Oleaceae,Fraxinus,species,NT,EN,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Plantago media f. ovata,P.Snarskis,dunkjempe,Tracheophyta,Lamiales,Plantaginaceae,Plantago,form,NE,LC,10.423522,63.445355,1000,1990,Unchecked,"",FALSE,"",smallest ID,f06ed729-104f-4e51-9db3-dfd9b228a1be
Plantago maritima  subsp. ciliata,Printz,strandkjempe,Tracheophyta,Lamiales,Plantaginaceae,Plantago,subspecies,LC,LC,10.423522,63.445355,1000,1990,Accepted,Valid,TRUE,Plantago maritima var. salsa,"",f06ed729-104f-4e51-9db3-dfd9b228a1be
Plantago major f. dura,(Pilg.) Domin,groblad,Tracheophyta,Lamiales,Plantaginaceae,Plantago,form,LC,LC,10.423522,63.445355,1000,1990,Unchecked,"",FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Acer platanoides,L.,spisslønn,Tracheophyta,Sapindales,Sapindaceae,Acer,species,LC,LC,10.423522,63.445355,1000,1990,Accepted,Valid,TRUE,Acer platanoides f. nanum,"",f06ed729-104f-4e51-9db3-dfd9b228a1be
Epilobium montanum,L.,krattmjølke,Tracheophyta,Myrtales,Onagraceae,Epilobium,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"",Not a synonym,f06ed729-104f-4e51-9db3-dfd9b228a1be
Epilobium collinum,C.C.Gmel.,bergmjølke,Tracheophyta,Myrtales,Onagraceae,Epilobium,species,NE,LC,10.42185,63.445276,25,2012,Accepted,Valid,FALSE,"","",b124e1e0-4755-430f-9eab-894f25a9b59c
Euphrasia scottica,Wettst.,skotsk øyentrøst,Tracheophyta,Lamiales,Orobanchaceae,Euphrasia,species,NE,NT,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Melica picta,K.Koch,hengeaks,Tracheophyta,Poales,Poaceae,Melica,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,TRUE,Melica nutans var. picta,"",f06ed729-104f-4e51-9db3-dfd9b228a1be
Avenella flexuosa,(L.) Drejer,smyle,Tracheophyta,Poales,Poaceae,Avenella,species,DD,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Lophocolea minor,Nees,grynblonde,Marchantiophyta,Jungermanniales,Lophocoleaceae,Lophocolea,species,NE,LC,10.4235,63.4454,1414,1888,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Lophocolea heterophylla,(Schrad.) Dumort.,stubbeblonde,Marchantiophyta,Jungermanniales,Lophocoleaceae,Lophocolea,species,NE,LC,10.4235,63.4454,1414,1895,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Lophocolea bidentata,(L.) Dumort.,totannblonde,Marchantiophyta,Jungermanniales,Lophocoleaceae,Lophocolea,species,NE,LC,10.4235,63.4454,1414,1888,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Scapania scandica,(Arnell & H.Buch) Macvicar,"",Marchantiophyta,Jungermanniales,Scapaniaceae,Scapania,species,NE,NE,10.4235,63.4454,1414,1895,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Ulota crispa,(Hedw.) Brid.,oregullhette,Bryophyta,Orthotrichales,Orthotrichaceae,Ulota,species,NE,LC,10.4235,63.4454,1414,1894,Accepted,Valid,TRUE,Ulota crispula,"",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Oxyrrhynchium hians,(Hedw.) Loeske,oremoldmose,Bryophyta,Hypnales,Brachytheciaceae,Oxyrrhynchium,species,NE,LC,10.4235,63.4454,1414,1895,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Gymnostomum aeruginosum var. obscurum,J. Guerra,storbergrotmose,Bryophyta,Pottiales,Pottiaceae,Gymnostomum,variety,NE,LC,10.4235,63.4454,1414,1888,Unchecked,"",FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Polypodium vulgare,L.,sisselrot,Tracheophyta,Polypodiales,Polypodiaceae,Polypodium,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Athyrium filix-femina,(L.) Roth,skogburkne,Tracheophyta,Polypodiales,Aspleniaceae,Athyrium,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Dryopteris expansa,(C.Presl) Fraser-Jenk. & Jermy,sauetelg,Tracheophyta,Polypodiales,Dryopteridaceae,Dryopteris,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Dryopteris filix-mas,(L.) Schott,ormetelg,Tracheophyta,Polypodiales,Dryopteridaceae,Dryopteris,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Dryopteris carthusiana,(Vill.) H.P.Fuchs,broddtelg,Tracheophyta,Polypodiales,Dryopteridaceae,Dryopteris,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Tortula cernua,(Huebener) Lindb.,kryltustmose,Bryophyta,Pottiales,Pottiaceae,Tortula,species,NE,EN,10.4235,63.4454,1414,1895,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Fissidens adianthoides,Hedw.,saglommemose,Bryophyta,Dicranales,Fissidentaceae,Fissidens,species,NE,LC,10.4235,63.4454,1414,1888,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Ceratodon purpureus,(Hedw.) Brid.,ugrasvegmose,Bryophyta,Dicranales,Ditrichaceae,Ceratodon,species,NE,LC,10.4235,63.4454,1414,1891,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Grimmia torquata,Drumm.,krusknausing,Bryophyta,Grimmiales,Grimmiaceae,Grimmia,species,NE,LC,10.4235,63.4454,1414,1888,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Grimmia hartmanii,Schimp.,sigdknausing,Bryophyta,Grimmiales,Grimmiaceae,Grimmia,species,NE,LC,10.4235,63.4454,1414,1888,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Grimmia laevigata,(Brid.) Brid.,fjordknausing,Bryophyta,Grimmiales,Grimmiaceae,Grimmia,species,NE,VU,10.4235,63.4454,1414,1825,Accepted,Valid,FALSE,"",Accepted,68a0650f-96ae-499c-8b2a-a4f92c01e4b3
Ditrichum pusillum,(Hedw.) Hampe,falsbust,Bryophyta,Dicranales,Ditrichaceae,Ditrichum,species,NE,LC,10.4216,63.4452,1,2009,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Pohlia cruda,(Hedw.) Lindb.,opalnikke,Bryophyta,Bryales,Mniaceae,Pohlia,species,NE,LC,10.4235,63.4454,1414,1888,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Mnium stellare,Reichard ex Hedw.,stjernetornemose,Bryophyta,Bryales,Mniaceae,Mnium,species,NE,LC,10.4235,63.4454,1414,1888,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Mnium thomsonii,Schimp.,bergtornemose,Bryophyta,Bryales,Mniaceae,Mnium,species,NE,LC,10.4235,63.4454,1414,1889,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Leucodon sciuroides,(Hedw.) Schwägr.,ekornmose,Bryophyta,Hypnales,Leucodontaceae,Leucodon,species,NE,LC,10.4216,63.4452,1,2009,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Fissidens bryoides,Hedw.,dverglommemose,Bryophyta,Dicranales,Fissidentaceae,Fissidens,species,NE,LC,10.4235,63.4454,1414,1888,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Tetraphis pellucida,Hedw.,firtannmose,Bryophyta,Tetraphidales,Tetraphidaceae,Tetraphis,species,NE,LC,10.4235,63.4454,1414,1888,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Abietinella abietina,(Hedw.) M.Fleisch.,granmose,Bryophyta,Hypnales,Thuidiaceae,Abietinella,species,NE,LC,10.4235,63.4454,1414,1888,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Anomodon viticulosus,(Hedw.) Hook. & Taylor,kalkraggmose,Bryophyta,Hypnales,Anomodontaceae,Anomodon,species,NE,LC,10.4235,63.4454,1414,1888,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Plagiothecium denticulatum,(Hedw.) Schimp.,flakjamnemose,Bryophyta,Hypnales,Plagiotheciaceae,Plagiothecium,species,NE,LC,10.4235,63.4454,1414,1888,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Myurella julacea,(Schwägr.) Schimp.,skåltrinnmose,Bryophyta,Hypnales,Theliaceae,Myurella,species,NE,LC,10.4235,63.4454,1414,1888,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Ptilium crista-castrensis,(Hedw.) De Not.,fjærmose,Bryophyta,Hypnales,Pylaisiaceae,Ptilium,species,NE,LC,10.4235,63.4454,1414,1888,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Entodon concinnus,(De Not.) Paris,hyllemose,Bryophyta,Hypnales,Entodontaceae,Entodon,species,NE,LC,10.4216,63.4452,1,2009,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Andreaea rupestris,Hedw.,grannsotmose,Bryophyta,Andreaeales,Andreaeaceae,Andreaea,species,NE,VU,10.4235,63.4454,1414,1888,Accepted,Valid,FALSE,"",Accepted,6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Picea abies,(L.) H.Karst.,gran,Tracheophyta,Pinales,Pinaceae,Picea,species,LC,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Pinus sylvestris,L.,furu,Tracheophyta,Pinales,Pinaceae,Pinus,species,LC,LC,10.423522,63.445355,1000,1990,Accepted,Valid,TRUE,Pinus sylvestris f. nana,"",f06ed729-104f-4e51-9db3-dfd9b228a1be
Riccia sorocarpa,Bisch.,rosettgaffelmose,Marchantiophyta,Marchantiales,Ricciaceae,Riccia,species,NE,LC,10.4235,63.4454,1414,1889,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Diplophyllum albicans,(L.) Dumort.,stripefoldmose,Marchantiophyta,Jungermanniales,Scapaniaceae,Diplophyllum,species,NE,LC,10.4235,63.4454,1414,1895,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Aneura pinguis,(L.) Dumort.,fettmose,Marchantiophyta,Metzgeriales,Aneuraceae,Aneura,species,NE,LC,10.4235,63.4454,1414,1897,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Alopecurus pratensis,L.,reverumpe,Tracheophyta,Poales,Poaceae,Alopecurus,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"",Not a synonym,f06ed729-104f-4e51-9db3-dfd9b228a1be
Alopecurus geniculatus,L.,knereverumpe,Tracheophyta,Poales,Poaceae,Alopecurus,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"",Not a synonym,f06ed729-104f-4e51-9db3-dfd9b228a1be
Elymus caninus,L.,hundekveke,Tracheophyta,Poales,Poaceae,Elymus,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"",Not a synonym,f06ed729-104f-4e51-9db3-dfd9b228a1be
Gagea lutea,Ker Gawl.,gullstjerne,Tracheophyta,Liliales,Liliaceae,Gagea,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Viola tricolor f. alba,Sigunov,stemorsblom,Tracheophyta,Malpighiales,Violaceae,Viola,form,NE,LC,10.423522,63.445355,1000,1990,Unchecked,"",FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Betula pendula,Roth,hengebjørk,Tracheophyta,Fagales,Betulaceae,Betula,species,LC,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Fumaria officinalis,L.,jordrøyk,Tracheophyta,Ranunculales,Papaveraceae,Fumaria,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"",Not a synonym,f06ed729-104f-4e51-9db3-dfd9b228a1be
Linnaea borealis,L.,linnea,Tracheophyta,Dipsacales,Caprifoliaceae,Linnaea,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,TRUE,Linnaea borealis f. arctica,"",f06ed729-104f-4e51-9db3-dfd9b228a1be
Myosotis arvensis,Hill,åkerforglemmegei,Tracheophyta,Boraginales,Boraginaceae,Myosotis,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"",Accepted,f06ed729-104f-4e51-9db3-dfd9b228a1be
Prunella vulgaris  subsp. lanceolata,(W.P.C.Barton) Piper & Beattie,blåkoll,Tracheophyta,Lamiales,Lamiaceae,Prunella,subspecies,LC,LC,10.423522,63.445355,1000,1990,Accepted,Valid,TRUE,Prunella vulgaris f. alba,smallest ID,f06ed729-104f-4e51-9db3-dfd9b228a1be
Galeopsis tetrahit,L.,kvassdå,Tracheophyta,Lamiales,Lamiaceae,Galeopsis,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Lathyrus niger,(L.) Bernh.,svarterteknapp,Tracheophyta,Fabales,Fabaceae,Lathyrus,species,LC,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Lathyrus vernus,(L.) Bernh.,vårerteknapp,Tracheophyta,Fabales,Fabaceae,Lathyrus,species,LC,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Trifolium medium,L.,skogkløver,Tracheophyta,Fabales,Fabaceae,Trifolium,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,TRUE,Trifolium medium var. majus,"",f06ed729-104f-4e51-9db3-dfd9b228a1be
Sedum annuum  subsp. gussonei,Brullo & Spamp.,småbergknapp,Tracheophyta,Saxifragales,Crassulaceae,Sedum,subspecies,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"",Not a synonym,f06ed729-104f-4e51-9db3-dfd9b228a1be
Potentilla crantzii,(Crantz) Fritsch,flekkmure,Tracheophyta,Rosales,Rosaceae,Potentilla,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"",Accepted,f06ed729-104f-4e51-9db3-dfd9b228a1be
Geum rivale,L.,enghumleblom,Tracheophyta,Rosales,Rosaceae,Geum,species,LC,LC,10.423522,63.445355,1000,1990,Accepted,Valid,TRUE,Geum rivale f. rivale,"",f06ed729-104f-4e51-9db3-dfd9b228a1be
Angelica sylvestris,L.,sløke,Tracheophyta,Apiales,Apiaceae,Angelica,species,LC,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Salix caprea f. pendula,(T.Lang) Geerinck,selje,Tracheophyta,Malpighiales,Salicaceae,Salix,form,LC,LC,10.423522,63.445355,1000,1990,Unchecked,"",FALSE,"",smallest ID,f06ed729-104f-4e51-9db3-dfd9b228a1be
Barbarea stricta,Andrz.,stakekarse,Tracheophyta,Brassicales,Brassicaceae,Barbarea,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"",Not a synonym,f06ed729-104f-4e51-9db3-dfd9b228a1be
Alliaria petiolata,(M.Bieb.) Cavara & Grande,løkurt,Tracheophyta,Brassicales,Brassicaceae,Alliaria,species,NE,LC,10.4245,63.444,71,2009,Accepted,Valid,FALSE,"","",d29d79fd-2dc4-4ef5-89b8-cdf66994de0d
Stellaria graminea,L.,grasstjerneblom,Tracheophyta,Caryophyllales,Caryophyllaceae,Stellaria,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Silene dioica,(L.) Clairv.,rød jonsokblom,Tracheophyta,Caryophyllales,Caryophyllaceae,Silene,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Antennaria dioica,(L.) Gaertn.,kattefot,Tracheophyta,Asterales,Asteraceae,Antennaria,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Arctium minus,Schkuhr,småborre,Tracheophyta,Asterales,Asteraceae,Arctium,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"",smallest ID,f06ed729-104f-4e51-9db3-dfd9b228a1be
Taraxacum officinale,F.H.Wigg.,,Tracheophyta,Asterales,Asteraceae,Taraxacum,species,NE,,10.423274,63.444563,8,2021,Accepted,Valid,FALSE,"","",50c9509d-22c7-4a22-a47d-8c48425ef4a7
Solenostoma obovatum,(Nees) R.M.Schust.,sprikesleivmose,Marchantiophyta,Jungermanniales,Solenostomataceae,Solenostoma,species,NE,LC,10.4235,63.4454,1414,1895,Accepted,Valid,FALSE,"",Accepted,6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Plagiothecium undulatum,(Hedw.) Schimp.,kystjamnemose,Bryophyta,Hypnales,Plagiotheciaceae,Plagiothecium,species,NE,LC,10.4235,63.4454,1414,1888,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Empetrum nigrum  subsp. hermaphroditum,(Hagerup) Böcher,fjellkrekling,Tracheophyta,Ericales,Ericaceae,Empetrum,subspecies,,LC,10.423522,63.445355,1000,1990,Accepted,Valid,TRUE,Empetrum hermaphroditum,"",f06ed729-104f-4e51-9db3-dfd9b228a1be
Persicaria maculosa,Gray,hønsegras,Tracheophyta,Caryophyllales,Polygonaceae,Persicaria,species,LC,LC,10.423522,63.445355,1000,1990,Accepted,Valid,TRUE,Persicaria maculosa var. argentea,"",f06ed729-104f-4e51-9db3-dfd9b228a1be
Juncus gerardii,Loisel.,saltsiv,Tracheophyta,Poales,Juncaceae,Juncus,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Juncus bufonius,L.,paddesiv,Tracheophyta,Poales,Juncaceae,Juncus,species,LC,LC,10.423522,63.445355,1000,1990,Accepted,Valid,TRUE,Juncus bufonius f. alpinus,smallest ID,f06ed729-104f-4e51-9db3-dfd9b228a1be
Epilobium angustifolium,L.,geitrams,Tracheophyta,Myrtales,Onagraceae,Epilobium,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,TRUE,Chamaenerion angustifolium,"",f06ed729-104f-4e51-9db3-dfd9b228a1be
Solidago virgaurea,L.,gullris,Tracheophyta,Asterales,Asteraceae,Solidago,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"",Accepted,f06ed729-104f-4e51-9db3-dfd9b228a1be
Viola riviniana,Rchb.,skogfiol,Tracheophyta,Malpighiales,Violaceae,Viola,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"","",f06ed729-104f-4e51-9db3-dfd9b228a1be
Melampyrum sylvaticum,L.,småmarimjelle,Tracheophyta,Lamiales,Orobanchaceae,Melampyrum,species,NE,LC,10.423522,63.445355,1000,1990,Accepted,Valid,FALSE,"",Accepted,f06ed729-104f-4e51-9db3-dfd9b228a1be
Hymenostylium recurvirostrum,(Hedw.) Dixon,sprungemose,Bryophyta,Pottiales,Pottiaceae,Hymenostylium,species,NE,LC,10.4235,63.4454,1414,1888,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Plagiomnium cuspidatum,(Hedw.) T.J.Kop.,broddfagermose,Bryophyta,Bryales,Mniaceae,Plagiomnium,species,NE,LC,10.4235,63.4454,1414,1888,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Sciuro-hypnum starkii,(Brid.) Ignatov & Huttunen,strølundmose,Bryophyta,Hypnales,Brachytheciaceae,Sciuro-hypnum,species,NE,LC,10.4235,63.4454,1414,1894,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Homalia trichomanoides,(Hedw.) Schimp.,glansmose,Bryophyta,Hypnales,Neckeraceae,Homalia,species,NE,LC,10.4235,63.4454,1414,1894,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Niphotrichum canescens  subsp. latifolium,(Lange & C.E.O.Jensen) Bednarek-Ochyra & Ochyra,,Bryophyta,Grimmiales,Grimmiaceae,Niphotrichum,subspecies,,,10.4235,63.4454,1414,,Accepted,Valid,FALSE,"","",6728c42d-c4b6-4fda-a211-5ad1bb59cda4
Rosa subcanina,(Christ) Vuk.,snau mellomnype,Tracheophyta,Rosales,Rosaceae,Rosa,species,NE,LC,10.4235,63.4454,1414,1923,Accepted,Valid,FALSE,"",Not a synonym,d29d79fd-2dc4-4ef5-89b8-cdf66994de0d
Myosotis ramosissima,Rochel,bakkeforglemmegei,Tracheophyta,Boraginales,Boraginaceae,Myosotis,species,NE,LC,10.42185,63.445276,25,2012,Accepted,Valid,FALSE,"","",b124e1e0-4755-430f-9eab-894f25a9b59c
